%dataset of open music transcriptor
%
@RELATION notation

@ATTRIBUTE arr1	REAL
@ATTRIBUTE arr2	REAL
@ATTRIBUTE arr3	REAL
@ATTRIBUTE arr4	REAL
@ATTRIBUTE arr5	REAL
@ATTRIBUTE arr6	REAL
@ATTRIBUTE arr7	REAL
@ATTRIBUTE arr8	REAL
@ATTRIBUTE arr9	REAL
@ATTRIBUTE arr10 REAL
@ATTRIBUTE arr11 REAL
@ATTRIBUTE arr12 REAL
@ATTRIBUTE arr13 REAL
@ATTRIBUTE arr14 REAL
@ATTRIBUTE arr15 REAL
@ATTRIBUTE arr16 REAL
@ATTRIBUTE arr17 REAL
@ATTRIBUTE arr18 REAL
@ATTRIBUTE arr19 REAL
@ATTRIBUTE arr20 REAL
@ATTRIBUTE arr21 REAL
@ATTRIBUTE arr22 REAL
@ATTRIBUTE arr23 REAL
@ATTRIBUTE arr24 REAL
@ATTRIBUTE arr25 REAL
@ATTRIBUTE class 	{Notation-treble,Notation-bass,Notation-minim,Notation-crotchet,Notation-quaver,Notation-semibreve,Notation-breve,Notation-crotchetrest,Notation-scale}

@DATA
-1,-1118482,-1118482,-1118482,-1,-1,-1118482,-1118482,-6579301,-1,-1,-1118482,-1118482,-7829368,-1,-1,-1118482,-1118482,-7829368,-1,-1,-1118482,-1118482,-1118482,-1,?
-1,-1118482,-1118482,-3092272,-1,-1,-1118482,-1118482,-13882324,-1,-1,-1118482,-1118482,-15987700,-1,-1,-1118482,-1118482,-12105913,-1,-1,-1118482,-1118482,-1118482,-1,?
-1,-1118482,-1118482,-1118482,-1,-1,-1118482,-1118482,-6579301,-1,-1,-1118482,-1118482,-7829368,-1,-1,-1118482,-1118482,-7829368,-1,-1,-1118482,-1118482,-1118482,-1,?
-1,-1118482,-1118482,-1118482,-1,-1,-1118482,-1118482,-1118482,-592138,-1,-1118482,-1118482,-1118482,-460552,-1,-1118482,-1118482,-1118482,-1,-1,-1118482,-1118482,-1118482,-1,?
-1,-1118482,-1118482,-3355444,-1,-1,-1118482,-1118482,-14869219,-1,-1,-1118482,-1118482,-15987700,-1,-1,-1118482,-1118482,-10790053,-1,-1,-1644826,-1644826,-1447447,-1,?
-1,-1118482,-1118482,-3092272,-1,-1,-1118482,-1118482,-14408668,-1,-1,-1118482,-1118482,-16448251,-1,-1,-1118482,-1118482,-12105913,-1,-1,-1118482,-1118482,-1118482,-1,?
-1,-1118482,-1118482,-1118482,-1,-1,-1118482,-1118482,-1118482,-592138,-1,-1118482,-1118482,-1118482,-460552,-1,-1118482,-1118482,-1118482,-1,-1,-1118482,-1118482,-1118482,-1,?
-1,-1118482,-1118482,-3092272,-1,-1,-1118482,-1118482,-14408668,-1,-1,-1118482,-1118482,-16448251,-1,-1,-1118482,-1118482,-12105913,-1,-1,-1118482,-1118482,-1118482,-1,?
-1,-1118482,-1118482,-1118482,-1,-1,-1118482,-7171438,-1118482,-1,-1,-1118482,-8421505,-1118482,-1,-1,-1118482,-8421505,-1118482,-1,-1,-1118482,-1118482,-1118482,-1,?
-1,-1118482,-1118482,-1118482,-1,-1,-1118482,-8882056,-1118482,-1,-1,-1118482,-13948117,-1776412,-1,-1,-1118482,-8750470,-1381654,-1,-2236963,-3223858,-3223858,-3223858,-2236963,?
-1,-1118482,-1118482,-1118482,-1,-1,-1118482,-8882056,-1118482,-1,-1,-1118482,-13948117,-1776412,-1,-1,-1118482,-8750470,-1381654,-1,-2236963,-3223858,-3223858,-3223858,-2236963,?
-1,-1118482,-1118482,-1118482,-1,-1,-1118482,-7171438,-1118482,-1,-1,-1118482,-8421505,-1118482,-1,-1,-1118482,-8421505,-1118482,-1,-1,-1118482,-1118482,-1118482,-1,?
-1,-1118482,-1118482,-1118482,-1,-1,-1118482,-8882056,-1118482,-1,-1,-1118482,-13948117,-1776412,-1,-1,-1118482,-8750470,-1381654,-1,-2236963,-3223858,-3223858,-3223858,-2236963,?
-1,-1118482,-1118482,-1118482,-1,-1,-1118482,-8882056,-1118482,-1,-1,-1118482,-13948117,-1776412,-1,-1,-1118482,-8750470,-1381654,-1,-2236963,-3223858,-3223858,-3223858,-2236963,?
-1,-1118482,-1118482,-1118482,-1,-1,-1118482,-8882056,-1118482,-1,-1,-1118482,-13948117,-1776412,-1,-1,-1118482,-8750470,-1381654,-1,-2236963,-3223858,-3223858,-3223858,-2236963,?
-1,-1118482,-1118482,-1118482,-1,-1,-1118482,-7171438,-1118482,-1,-1,-1118482,-8421505,-1118482,-1,-1,-1118482,-8421505,-1118482,-1,-1,-1118482,-1118482,-1118482,-1,?
-1,-1118482,-1118482,-1118482,-1,-1,-1118482,-7171438,-1118482,-1,-1,-1118482,-8421505,-1118482,-1,-1,-1118482,-8421505,-1118482,-1,-1,-1118482,-1118482,-1118482,-1,?
-1,-1118482,-1118482,-1118482,-1,-1,-1118482,-8882056,-1118482,-1,-1,-1118482,-13948117,-1776412,-1,-1,-1118482,-8750470,-1381654,-1,-2236963,-3223858,-3223858,-3223858,-2236963,?
-1,-1118482,-4671304,-1118482,-1,-1,-1118482,-14803426,-6645094,-1,-1,-14145496,-8882056,-6184543,-1,-1,-1644826,-11513776,-2829100,-1,-1,-14013910,-6974059,-2763307,-1,?
-1,-1118482,-13816531,-7895161,-1,-1,-12961222,-9342607,-4473925,-1,-1,-5987164,-8947849,-2829100,-1,-1,-1710619,-8224126,-12632257,-1,-1,-1118482,-2171170,-1118482,-1,?
-1,-1118482,-1118482,-4210753,-1,-1,-1118482,-1118482,-14869219,-1,-1,-1118482,-1118482,-15987700,-1,-1,-1118482,-1118482,-11316397,-1,-1,-1644826,-1644826,-1447447,-1,?
-1,-1118482,-1118482,-1644826,-1,-1,-1118482,-1118482,-6579301,-1,-1,-1118482,-1118482,-7829368,-1,-1,-1118482,-1118482,-7829368,-1,-1,-1118482,-1118482,-1118482,-1,?
-1,-1118482,-1907998,-3815995,-1,-1,-1118482,-7171438,-10066330,-1,-1,-1118482,-8421505,-9737365,-1,-1,-1118482,-8421505,-6118750,-1,-1,-1118482,-1118482,-1118482,-1,?
-1,-1118482,-1907998,-3815995,-1,-1,-1118482,-7171438,-10066330,-1,-1,-1118482,-8421505,-9737365,-1,-1,-1118482,-8421505,-6118750,-1,-1,-1118482,-1118482,-1118482,-1,?
-1,-1118482,-1118482,-1644826,-1,-1,-1118482,-1118482,-6579301,-1,-1,-1118482,-1118482,-7829368,-1,-1,-1118482,-1118482,-7829368,-1,-1,-1118482,-1118482,-1118482,-1,?
-1,-1118482,-1118482,-3815995,-1,-1,-1118482,-1118482,-13882324,-1,-1,-1118482,-1118482,-15987700,-1,-1,-1118482,-1118482,-12698050,-1,-1,-1118482,-1118482,-1118482,-1,?
-1,-1118482,-1118482,-1644826,-1,-1,-1118482,-1118482,-6579301,-1,-1,-1118482,-1118482,-7829368,-1,-1,-1118482,-1118482,-7829368,-1,-1,-1118482,-1118482,-1118482,-1,?
-1,-1118482,-1118482,-1118482,-1,-1,-1118482,-1118482,-1118482,-592138,-1,-1118482,-1118482,-1118482,-460552,-1,-1118482,-1118482,-1118482,-1,-1,-1118482,-1118482,-1118482,-1,?
-1,-1118482,-1118482,-1118482,-1,-1,-1118482,-11645362,-1118482,-1,-1,-1118482,-14540254,-2829100,-1,-1,-1118482,-6645094,-1118482,-1,-1710619,-2697514,-2697514,-2697514,-1710619,?
-1,-1118482,-5000269,-7960954,-263173,-1,-1118482,-14408668,-1118482,-1,-1,-1118482,-16448251,-1118482,-1,-1,-1118482,-12698050,-1118482,-1,-1,-1118482,-1118482,-1118482,-1,?
-1,-1118482,-5000269,-7960954,-263173,-1,-1118482,-14408668,-1118482,-1,-1,-1118482,-16448251,-1118482,-1,-1,-1118482,-12698050,-1118482,-1,-1,-1118482,-1118482,-1118482,-1,?
-1,-1118482,-1118482,-1118482,-1,-1,-1118482,-11645362,-1118482,-1,-1,-1118482,-14540254,-2829100,-1,-1,-1118482,-6645094,-1118482,-1,-1710619,-2697514,-2697514,-2697514,-1710619,?
-1,-1118482,-1118482,-1118482,-1,-1,-1118482,-11645362,-1118482,-1,-1,-1118482,-14540254,-2829100,-1,-1,-1118482,-6645094,-1118482,-1,-1710619,-2697514,-2697514,-2697514,-1710619,?
-1,-1118482,-1907998,-1118482,-1,-1,-1118482,-7171438,-1118482,-1,-1,-1118482,-8421505,-1118482,-1,-1,-1118482,-8421505,-1118482,-1,-1,-1118482,-1118482,-1118482,-1,?
-460552,-1120032,-518,-1,-1,-460552,-15988987,-10791337,-399155,-1,-528928,-5786691,-3881014,-16711422,-1,-7897741,-7962506,-1,-2099720,-1,-12297356,-8947333,-725791,-1647656,-1,?
-460552,-11706773,-7234390,-14215409,-1,-9604232,-6252141,-985863,-8478797,-1,-14076344,-9472646,-395791,-988955,-1,-460552,-9078400,-6445660,-3548696,-1,-460552,-855310,-1,-1,-1,?
-460552,-855310,-1,-3292232,-1,-460552,-855310,-1,-13358296,-1,-460552,-855310,-1,-16711680,-1,-460552,-855310,-1,-16380395,-1,-1513240,-1907998,-1118482,-3486002,-1118482,?
-460552,-855310,-1,-1253680,-1,-460552,-855310,-1,-11053739,-1,-460552,-855310,-1,-10986657,-1,-460552,-855310,-1,-6182222,-1,-1513240,-1907998,-1118482,-1118482,-1118482,?
-460552,-855310,-3,-1,-1,-460552,-855310,-4016205,-1,-1,-460552,-855310,-8290433,-1,-1,-460552,-855310,-7959151,-1,-1,-1513240,-1907998,-1249554,-1118482,-1118482,?
-460552,-855310,-1386558,-1,-1,-460552,-855310,-15857657,-1,-1,-460552,-855310,-16777216,-1,-1,-460552,-855310,-15261913,-1,-1,-1513240,-1907998,-1642770,-1118482,-1118482,?
-460552,-855310,-660255,-1,-1,-460552,-855310,-8290433,-1,-1,-460552,-855310,-8223095,-1,-1,-460552,-855310,-2958882,-1,-1,-1513240,-1907998,-1118482,-1118482,-1118482,?
-460552,-855310,-1386558,-1,-1,-460552,-855310,-15857657,-1,-1,-460552,-855310,-16777216,-1,-1,-460552,-855310,-15261913,-1,-1,-1513240,-1907998,-1642770,-1118482,-1118482,?
-460552,-855310,-3,-1,-1,-460552,-855310,-4016205,-1,-1,-460552,-855310,-8290433,-1,-1,-460552,-855310,-7959151,-1,-1,-1513240,-1907998,-1249554,-1118482,-1118482,?
-460552,-855310,-1,-1253680,-1,-460552,-855310,-1,-11053739,-1,-460552,-855310,-1,-10986657,-1,-460552,-855310,-1,-6182222,-1,-1513240,-1907998,-1118482,-1118482,-1118482,?
-460552,-855310,-1,-3292232,-1,-460552,-855310,-1,-13358296,-1,-460552,-855310,-1,-16711680,-1,-460552,-855310,-1,-16380395,-1,-1513240,-1907998,-1118482,-3486002,-1118482,?
-460552,-855310,-1,-1253680,-1,-460552,-855310,-1,-11053739,-1,-460552,-855310,-1,-10986657,-1,-460552,-855310,-1,-6182222,-1,-1513240,-1907998,-1118482,-1118482,-1118482,?
-460552,-855310,-3,-1,-1,-460552,-855310,-4016205,-1,-1,-460552,-855310,-8290433,-1,-1,-460552,-855310,-7959151,-1,-1,-1513240,-1907998,-1249554,-1118482,-1118482,?
-460552,-855310,-1386558,-1,-1,-460552,-855310,-15857657,-1,-1,-460552,-855310,-16777216,-1,-1,-460552,-855310,-15261913,-1,-1,-1513240,-1907998,-1642770,-1118482,-1118482,?
-460552,-855310,-660255,-1,-1,-460552,-855310,-8290433,-1,-1,-460552,-855310,-8223095,-1,-1,-460552,-855310,-2958882,-1,-1,-1513240,-1907998,-1118482,-1118482,-1118482,?
-460552,-855310,-1386558,-1,-1,-460552,-855310,-15857657,-1,-1,-460552,-855310,-16777216,-1,-1,-460552,-855310,-15261913,-1,-1,-1513240,-1907998,-1642770,-1118482,-1118482,?
-460552,-855310,-3,-1,-1,-460552,-855310,-4016205,-1,-1,-460552,-855310,-8290433,-1,-1,-460552,-855310,-7959151,-1,-1,-1513240,-1907998,-1249554,-1118482,-1118482,?
-460552,-855310,-1,-1253680,-1,-460552,-855310,-1,-11053739,-1,-460552,-855310,-1,-10986657,-1,-460552,-855310,-1,-6182222,-1,-1513240,-1907998,-1118482,-1118482,-1118482,?
-1,-657931,-658964,-657931,-1,-1,-657931,-6054758,-657931,-1,-1,-657931,-8290177,-657931,-1,-1,-657931,-8092278,-657931,-1,-1118482,-1710619,-2038299,-1710619,-1118482,?
-1,-657931,-3027776,-6052957,-197380,-1,-657931,-13687260,-657931,-1,-1,-657931,-16513785,-657931,-1,-1,-657931,-12761265,-657931,-1,-1118482,-1710619,-2038299,-1710619,-1118482,?
-1,-657931,-5790305,-6052957,-1,-1,-657931,-8948106,-657931,-1,-1,-657931,-8881283,-657931,-1,-1,-657931,-5327944,-657931,-1,-1118482,-1710619,-1710619,-1710619,-1118482,?
-1,-657931,-6052957,-6052957,-1,-1,-657931,-657931,-657931,-1,-1,-657931,-657931,-657931,-1,-1,-657931,-657931,-657931,-1,-1118482,-1710619,-1710619,-1710619,-1118482,?
-1,-658964,-6052957,-3618616,-1,-1,-6054758,-657931,-657931,-1,-1,-8290177,-657931,-657931,-1,-1,-8092278,-657931,-657931,-1,-1118482,-2038299,-1710619,-1710619,-1118482,?
-1,-657931,-6052957,-6052957,-1,-1,-657931,-657931,-657931,-1,-1,-657931,-657931,-657931,-1,-1,-657931,-657931,-657931,-1,-1118482,-1710619,-1710619,-1710619,-1118482,?
-1,-657931,-5790305,-6052957,-1,-1,-657931,-8948106,-657931,-1,-1,-657931,-8881283,-657931,-1,-1,-657931,-5327944,-657931,-1,-1118482,-1710619,-1710619,-1710619,-1118482,?
-1,-657931,-3027776,-6052957,-197380,-1,-657931,-13687260,-657931,-1,-1,-657931,-16513785,-657931,-1,-1,-657931,-12761265,-657931,-1,-1118482,-1710619,-2038299,-1710619,-1118482,?
-1,-657931,-658964,-657931,-1,-1,-657931,-6054758,-657931,-1,-1,-657931,-8290177,-657931,-1,-1,-657931,-8092278,-657931,-1,-1118482,-1710619,-2038299,-1710619,-1118482,?
-1,-657931,-3027776,-6052957,-197380,-1,-657931,-13687260,-657931,-1,-1,-657931,-16513785,-657931,-1,-1,-657931,-12761265,-657931,-1,-1118482,-1710619,-2038299,-1710619,-1118482,?
-1,-657931,-5790305,-6052957,-1,-1,-657931,-8948106,-657931,-1,-1,-657931,-8881283,-657931,-1,-1,-657931,-5327944,-657931,-1,-1118482,-1710619,-1710619,-1710619,-1118482,?
-1,-657931,-6052957,-6052957,-1,-1,-657931,-657931,-657931,-1,-1,-657931,-657931,-657931,-1,-1,-657931,-657931,-657931,-1,-1118482,-1710619,-1710619,-1710619,-1118482,?
-1,-658964,-6052957,-3618616,-1,-1,-6054758,-657931,-657931,-1,-1,-8290177,-657931,-657931,-1,-1,-8092278,-657931,-657931,-1,-1118482,-2038299,-1710619,-1710619,-1118482,?
-1,-657931,-6052957,-6052957,-1,-1,-657931,-657931,-657931,-1,-1,-657931,-657931,-657931,-1,-1,-657931,-657931,-657931,-1,-1118482,-1710619,-1710619,-1710619,-1118482,?
-1,-657931,-5790305,-6052957,-1,-1,-657931,-8948106,-657931,-1,-1,-657931,-8881283,-657931,-1,-1,-657931,-5327944,-657931,-1,-1118482,-1710619,-1710619,-1710619,-1118482,?
-1,-657931,-3027776,-6052957,-197380,-1,-657931,-13687260,-657931,-1,-1,-657931,-16513785,-657931,-1,-1,-657931,-12761265,-657931,-1,-1118482,-1710619,-2038299,-1710619,-1118482,?
-1,-657931,-988443,-657931,-1,-1,-657931,-13292256,-3225148,-1,-1,-3821694,-8485494,-5131849,-1,-1,-2233360,-7567495,-2302756,-1,-1,-12571857,-6972769,-2500132,-1,?
-1,-657931,-12628651,-5789782,-1,-1,-8675148,-7103852,-2828840,-1,-1,-9349556,-7432806,-2500132,-1,-1,-657931,-7236713,-7958096,-1,-1,-657931,-657931,-657931,-1,?
-1,-657931,-657931,-657931,-1,-1,-657931,-657931,-657931,-526602,-1,-657931,-657931,-657931,-526086,-1,-657931,-657931,-657931,-1,-1118482,-1710619,-1710619,-1710619,-1118482,?
-1,-657931,-657931,-1186863,-1,-1,-657931,-657931,-13292243,-1,-1,-657931,-657931,-16053489,-1,-1,-657931,-657931,-12760748,-1,-1118482,-1710619,-1710619,-2038299,-1118482,?
-1,-657931,-657931,-658448,-1,-1,-657931,-657931,-5134173,-1,-1,-657931,-657931,-7763832,-1,-1,-657931,-657931,-7565676,-1,-1118482,-1710619,-1710619,-1907227,-1118482,?
-1,-657931,-657931,-657931,-1,-1,-657931,-657931,-657931,-526602,-1,-657931,-657931,-657931,-526086,-1,-657931,-657931,-657931,-1,-1118482,-1710619,-1710619,-1710619,-1118482,?
-1,-657931,-657931,-658448,-1,-1,-657931,-657931,-5134173,-1,-1,-657931,-657931,-7763832,-1,-1,-657931,-657931,-7565676,-1,-1118482,-1710619,-1710619,-1907227,-1118482,?
-1,-657931,-657931,-1845043,-1,-1,-657931,-657931,-9343635,-1,-1,-657931,-657931,-9342344,-1,-1,-657931,-657931,-5985619,-1,-1118482,-1710619,-1710619,-1841691,-1118482,?
-1,-657931,-657931,-1186863,-1,-1,-657931,-657931,-13292243,-1,-1,-657931,-657931,-16053489,-1,-1,-657931,-657931,-12760748,-1,-1118482,-1710619,-1710619,-2038299,-1118482,?
-1,-657931,-657931,-658448,-1,-1,-657931,-657931,-5134173,-1,-1,-657931,-657931,-7763832,-1,-1,-657931,-657931,-7565676,-1,-1118482,-1710619,-1710619,-1907227,-1118482,?
-1,-657931,-657931,-1186863,-1,-1,-657931,-657931,-13292243,-1,-1,-657931,-657931,-16053489,-1,-1,-657931,-657931,-12760748,-1,-1118482,-1710619,-1710619,-2038299,-1118482,?
-1,-657931,-657931,-657931,-1,-1,-657931,-657931,-1184275,-1,-1,-657931,-657931,-1184017,-1,-1,-657931,-657931,-657931,-1,-1118482,-1710619,-1710619,-1710619,-1118482,?
-1,-657931,-657931,-1845043,-1,-1,-657931,-657931,-9343635,-1,-1,-657931,-657931,-9342344,-1,-1,-657931,-657931,-5985619,-1,-1118482,-1710619,-1710619,-1841691,-1118482,?
-1,-657931,-657931,-1186863,-1,-1,-657931,-657931,-13292243,-1,-1,-657931,-657931,-16053489,-1,-1,-657931,-657931,-12760748,-1,-1118482,-1710619,-1710619,-2038299,-1118482,?
-1,-657931,-657931,-658448,-1,-1,-657931,-657931,-5134173,-1,-1,-657931,-657931,-7763832,-1,-1,-657931,-657931,-7565676,-1,-1118482,-1710619,-1710619,-1907227,-1118482,?
-1,-657931,-657931,-1845043,-1,-1,-657931,-657931,-9343635,-1,-1,-657931,-657931,-9342344,-1,-1,-657931,-657931,-5985619,-1,-1118482,-1710619,-1710619,-1841691,-1118482,?
-1,-657931,-657931,-1186863,-1,-1,-657931,-657931,-13292243,-1,-1,-657931,-657931,-16053489,-1,-1,-657931,-657931,-12760748,-1,-1118482,-1710619,-1710619,-2038299,-1118482,?
-1,-657931,-657931,-658448,-1,-1,-657931,-657931,-5134173,-1,-1,-657931,-657931,-7763832,-1,-1,-657931,-657931,-7565676,-1,-1118482,-1710619,-1710619,-1907227,-1118482,?
-1,-657931,-658449,-657931,-1,-1,-657931,-5660518,-657931,-1,-1,-657931,-8290177,-657931,-1,-1,-657931,-8092276,-657931,-1,-1118482,-1710619,-1907227,-1710619,-1118482,?
-1,-657931,-5658719,-6052957,-1,-1,-657931,-8751498,-657931,-1,-1,-657931,-8815743,-657931,-1,-1,-657931,-5196353,-657931,-1,-1118482,-1710619,-1710619,-1710619,-1118482,?
-1,-657931,-3027515,-6052957,-197380,-1,-657931,-13161948,-657931,-1,-1,-657931,-16382453,-657931,-1,-1,-657931,-12498597,-657931,-1,-1118482,-1710619,-1907227,-1710619,-1118482,?
-1,-657931,-658449,-657931,-1,-1,-657931,-5660518,-657931,-1,-1,-657931,-8290177,-657931,-1,-1,-657931,-8092276,-657931,-1,-1118482,-1710619,-1907227,-1710619,-1118482,?
-1,-657931,-3027515,-6052957,-197380,-1,-657931,-13161948,-657931,-1,-1,-657931,-16382453,-657931,-1,-1,-657931,-12498597,-657931,-1,-1118482,-1710619,-1907227,-1710619,-1118482,?
-1,-657931,-6052957,-6052957,-1,-1,-657931,-657931,-657931,-1,-1,-657931,-657931,-657931,-1,-1,-657931,-657931,-657931,-1,-1118482,-1710619,-1710619,-1710619,-1118482,?
-1,-657931,-5658719,-6052957,-1,-1,-657931,-8751498,-657931,-1,-1,-657931,-8815743,-657931,-1,-1,-657931,-5196353,-657931,-1,-1118482,-1710619,-1710619,-1710619,-1118482,?
-1,-657931,-3027515,-6052957,-197380,-1,-657931,-13161948,-657931,-1,-1,-657931,-16382453,-657931,-1,-1,-657931,-12498597,-657931,-1,-1118482,-1710619,-1907227,-1710619,-1118482,?
-1,-657931,-5658719,-6052957,-1,-1,-657931,-8751498,-657931,-1,-1,-657931,-8815743,-657931,-1,-1,-657931,-5196353,-657931,-1,-1118482,-1710619,-1710619,-1710619,-1118482,?
-1,-658449,-6052957,-3618616,-1,-1,-5660518,-657931,-657931,-1,-1,-8290177,-657931,-657931,-1,-1,-8092276,-657931,-657931,-1,-1118482,-1907227,-1710619,-1710619,-1118482,?
-1,-657931,-6052957,-6052957,-1,-1,-657931,-657931,-657931,-1,-1,-657931,-657931,-657931,-1,-1,-657931,-657931,-657931,-1,-1118482,-1710619,-1710619,-1710619,-1118482,?
-1,-657931,-5658719,-6052957,-1,-1,-657931,-8751498,-657931,-1,-1,-657931,-8815743,-657931,-1,-1,-657931,-5196353,-657931,-1,-1118482,-1710619,-1710619,-1710619,-1118482,?
-1,-657931,-3027515,-6052957,-197380,-1,-657931,-13161948,-657931,-1,-1,-657931,-16382453,-657931,-1,-1,-657931,-12498597,-657931,-1,-1118482,-1710619,-1907227,-1710619,-1118482,?
-1,-657931,-6052957,-6052957,-1,-1,-657931,-657931,-657931,-1,-1,-657931,-657931,-657931,-1,-1,-657931,-657931,-657931,-1,-1118482,-1710619,-1710619,-1710619,-1118482,?
-1,-657931,-5658719,-6052957,-1,-1,-657931,-8751498,-657931,-1,-1,-657931,-8815743,-657931,-1,-1,-657931,-5196353,-657931,-1,-1118482,-1710619,-1710619,-1710619,-1118482,?
-1,-657931,-3027515,-6052957,-197380,-1,-657931,-13161948,-657931,-1,-1,-657931,-16382453,-657931,-1,-1,-657931,-12498597,-657931,-1,-1118482,-1710619,-1907227,-1710619,-1118482,?
-1,-657931,-1317151,-657931,-1,-1,-657931,-13948653,-3552837,-1,-1,-4416417,-8750200,-5592399,-1,-1,-3087378,-8617877,-2302756,-1,-1,-13950684,-7826530,-3026468,-1,?
-1,-657931,-13087924,-6186334,-1,-1,-10775126,-8349560,-3026475,-1,-1,-10728127,-8221546,-3026468,-1,-1,-657931,-7302509,-11373935,-1,-1,-657931,-657931,-657931,-1,?
-1,-657931,-657931,-657931,-1,-1,-657931,-657931,-657931,-592138,-1,-657931,-657931,-657931,-591624,-1,-657931,-657931,-657931,-1,-1118482,-1710619,-1710619,-1710619,-1118482,?
-1,-657931,-657931,-1847113,-1,-1,-657931,-657931,-13816531,-1,-1,-657931,-657931,-16250101,-1,-1,-657931,-657931,-13416633,-1,-1118482,-1710619,-1710619,-2955803,-1118482,?
-1,-657931,-657931,-659481,-1,-1,-657931,-657931,-6052957,-1,-1,-657931,-657931,-7763832,-1,-1,-657931,-657931,-7565678,-1,-1118482,-1710619,-1710619,-2759195,-1118482,?
-1,-657931,-657931,-657931,-1,-1,-657931,-657931,-657931,-592138,-1,-657931,-657931,-657931,-591624,-1,-657931,-657931,-657931,-1,-1118482,-1710619,-1710619,-1710619,-1118482,?
-1,-657931,-657931,-659481,-1,-1,-657931,-657931,-6052957,-1,-1,-657931,-657931,-7763832,-1,-1,-657931,-657931,-7565678,-1,-1118482,-1710619,-1710619,-2759195,-1118482,?
-1,-657931,-657931,-2305854,-1,-1,-657931,-657931,-9605779,-1,-1,-657931,-657931,-9604494,-1,-1,-657931,-657931,-6247766,-1,-1118482,-1710619,-1710619,-1907227,-1118482,?
-1,-657931,-657931,-1847113,-1,-1,-657931,-657931,-13816531,-1,-1,-657931,-657931,-16250101,-1,-1,-657931,-657931,-13416633,-1,-1118482,-1710619,-1710619,-2955803,-1118482,?
-1,-657931,-657931,-659481,-1,-1,-657931,-657931,-6052957,-1,-1,-657931,-657931,-7763832,-1,-1,-657931,-657931,-7565678,-1,-1118482,-1710619,-1710619,-2759195,-1118482,?
-1,-657931,-657931,-1847113,-1,-1,-657931,-657931,-13816531,-1,-1,-657931,-657931,-16250101,-1,-1,-657931,-657931,-13416633,-1,-1118482,-1710619,-1710619,-2955803,-1118482,?
-1,-657931,-657931,-657931,-1,-1,-657931,-657931,-1184275,-1,-1,-657931,-657931,-1184018,-1,-1,-657931,-657931,-657931,-1,-1118482,-1710619,-1710619,-1710619,-1118482,?
-1,-657931,-657931,-2305854,-1,-1,-657931,-657931,-9605779,-1,-1,-657931,-657931,-9604494,-1,-1,-657931,-657931,-6247766,-1,-1118482,-1710619,-1710619,-1907227,-1118482,?
-1,-657931,-657931,-1847113,-1,-1,-657931,-657931,-13816531,-1,-1,-657931,-657931,-16250101,-1,-1,-657931,-657931,-13416633,-1,-1118482,-1710619,-1710619,-2955803,-1118482,?
-1,-657931,-657931,-659481,-1,-1,-657931,-657931,-6052957,-1,-1,-657931,-657931,-7763832,-1,-1,-657931,-657931,-7565678,-1,-1118482,-1710619,-1710619,-2759195,-1118482,?
-1,-657931,-657931,-2305854,-1,-1,-657931,-657931,-9605779,-1,-1,-657931,-657931,-9604494,-1,-1,-657931,-657931,-6247766,-1,-1118482,-1710619,-1710619,-1907227,-1118482,?
-1,-657931,-657931,-1847113,-1,-1,-657931,-657931,-13816531,-1,-1,-657931,-657931,-16250101,-1,-1,-657931,-657931,-13416633,-1,-1118482,-1710619,-1710619,-2955803,-1118482,?
-1,-657931,-657931,-659481,-1,-1,-657931,-657931,-6052957,-1,-1,-657931,-657931,-7763832,-1,-1,-657931,-657931,-7565678,-1,-1118482,-1710619,-1710619,-2759195,-1118482,?
-1,-657931,-659995,-657931,-1,-1,-657931,-6645094,-657931,-1,-1,-657931,-8290177,-657931,-1,-1,-657931,-8092279,-657931,-1,-1118482,-1710619,-2824731,-1710619,-1118482,?
-1,-657931,-6052970,-6052957,-1,-1,-657931,-9013642,-657931,-1,-1,-657931,-9012357,-657931,-1,-1,-657931,-5655629,-657931,-1,-1118482,-1710619,-1710619,-1710619,-1118482,?
-1,-657931,-3029072,-6052957,-197380,-1,-657931,-14408668,-657931,-1,-1,-657931,-16775931,-657931,-1,-1,-657931,-13416633,-657931,-1,-1118482,-1710619,-2890267,-1710619,-1118482,?
-1,-657931,-659995,-657931,-1,-1,-657931,-6645094,-657931,-1,-1,-657931,-8290177,-657931,-1,-1,-657931,-8092279,-657931,-1,-1118482,-1710619,-2824731,-1710619,-1118482,?
-1,-657931,-3029072,-6052957,-197380,-1,-657931,-14408668,-657931,-1,-1,-657931,-16775931,-657931,-1,-1,-657931,-13416633,-657931,-1,-1118482,-1710619,-2890267,-1710619,-1118482,?
-1,-657931,-6052957,-6052957,-1,-1,-657931,-657931,-657931,-1,-1,-657931,-657931,-657931,-1,-1,-657931,-657931,-657931,-1,-1118482,-1710619,-1710619,-1710619,-1118482,?
-1,-657931,-6052970,-6052957,-1,-1,-657931,-9013642,-657931,-1,-1,-657931,-9012357,-657931,-1,-1,-657931,-5655629,-657931,-1,-1118482,-1710619,-1710619,-1710619,-1118482,?
-1,-657931,-3029072,-6052957,-197380,-1,-657931,-14408668,-657931,-1,-1,-657931,-16775931,-657931,-1,-1,-657931,-13416633,-657931,-1,-1118482,-1710619,-2890267,-1710619,-1118482,?
